,iso2,year,sex,age,cases
867,LV,2005,m,25-34,71
868,LV,2006,m,25-34,78
869,LV,2008,m,25-34,54
870,LY,2008,m,25-34,298
871,MA,2008,m,25-34,2372
872,MD,2005,m,25-34,337
873,MD,2007,m,25-34,281
874,MD,2008,m,25-34,271
875,ME,2005,m,25-34,5
876,ME,2007,m,25-34,6
877,ME,2008,m,25-34,7
878,MG,2008,m,25-34,2294
879,MH,2008,m,25-34,1
880,MK,2005,m,25-34,20
881,MK,2006,m,25-34,15
882,MK,2007,m,25-34,22
883,MK,2008,m,25-34,21
884,ML,2008,m,25-34,809
885,MO,2008,m,25-34,12
886,MP,2008,m,25-34,0
887,MT,2005,m,25-34,1
888,MT,2006,m,25-34,0
889,MT,2007,m,25-34,2
890,MT,2008,m,25-34,6
891,MU,2008,m,25-34,15
892,MX,2008,m,25-34,1292
893,MY,2008,m,25-34,2445
894,NC,2008,m,25-34,1
895,NL,2005,m,25-34,42
896,NL,2006,m,25-34,23
897,NL,2007,m,25-34,22
898,NL,2008,m,25-34,24
899,NO,2005,m,25-34,4
900,NO,2006,m,25-34,10
901,NO,2008,m,25-34,8
902,NR,2008,m,25-34,0
903,NZ,2008,m,25-34,4
904,OM,2008,m,25-34,28
905,PE,2008,m,25-34,2233
906,PF,2008,m,25-34,1
907,PL,2005,m,25-34,199
908,PL,2006,m,25-34,215
909,PL,2007,m,25-34,213
910,PL,2008,m,25-34,175
911,PR,2008,m,25-34,4
912,PS,2008,m,25-34,1
913,PT,2005,m,25-34,227
914,PT,2006,m,25-34,211
915,PT,2007,m,25-34,178
916,PT,2008,m,25-34,155
917,PY,2008,m,25-34,227
918,QA,2008,m,25-34,67
919,RO,2005,m,25-34,1511
920,RO,2006,m,25-34,1306
921,RO,2008,m,25-34,1124
922,RS,2005,m,25-34,96
923,RS,2006,m,25-34,91
924,RS,2007,m,25-34,59
925,RS,2008,m,25-34,51
926,RU,2008,m,25-34,6475
927,SB,2008,m,25-34,12
928,SC,2008,m,25-34,1
929,SD,2008,m,25-34,1740
930,SE,2005,m,25-34,21
931,SE,2006,m,25-34,15
932,SE,2007,m,25-34,20
933,SE,2008,m,25-34,15
934,SG,2008,m,25-34,21
935,SI,2005,m,25-34,10
936,SI,2006,m,25-34,5
937,SI,2007,m,25-34,7
938,SI,2008,m,25-34,12
939,SK,2005,m,25-34,13
940,SK,2006,m,25-34,11
941,SK,2007,m,25-34,10
942,SK,2008,m,25-34,7
943,SN,2008,m,25-34,1767
944,SV,2008,m,25-34,168
945,SZ,2008,m,25-34,552
946,TJ,2005,m,25-34,279
947,TJ,2008,m,25-34,358
948,TM,2005,m,25-34,181
949,TM,2007,m,25-34,272
950,TO,2008,m,25-34,0
951,TR,2005,m,25-34,1295
952,TR,2006,m,25-34,1391
953,TR,2007,m,25-34,1245
954,TR,2008,m,25-34,1090
955,TT,2008,m,25-34,15
956,TV,2008,m,25-34,1
957,UA,2007,m,25-34,4507
958,UG,2008,m,25-34,4697
959,US,2008,m,25-34,513
960,UY,2008,m,25-34,71
961,UZ,2007,m,25-34,768
962,VE,2008,m,25-34,358
963,ZA,2008,m,25-34,21706
964,AD,2005,m,35-44,1
965,AD,2006,m,35-44,2
966,AD,2008,m,35-44,0
967,AE,2008,m,35-44,7
968,AL,2005,m,35-44,16
969,AL,2006,m,35-44,22
970,AL,2007,m,35-44,16
971,AM,2005,m,35-44,83
972,AM,2006,m,35-44,96
973,AM,2007,m,35-44,100
974,AM,2008,m,35-44,74
975,AR,2008,m,35-44,390
976,AT,2005,m,35-44,22
977,AT,2006,m,35-44,36
978,AZ,2005,m,35-44,215
979,AZ,2006,m,35-44,365
980,BA,2005,m,35-44,61
981,BA,2006,m,35-44,47
982,BA,2007,m,35-44,0
983,BA,2008,m,35-44,38
984,BB,2008,m,35-44,0
985,BE,2005,m,35-44,32
986,BE,2006,m,35-44,38
987,BE,2008,m,35-44,43
988,BG,2005,m,35-44,195
989,BG,2008,m,35-44,151
990,BH,2008,m,35-44,27
991,BN,2008,m,35-44,12
992,BR,2008,m,35-44,5305
993,BS,2008,m,35-44,5
994,BW,2008,m,35-44,384
995,BZ,2008,m,35-44,15
996,CA,2008,m,35-44,49
997,CH,2005,m,35-44,13
998,CH,2006,m,35-44,11
999,CH,2007,m,35-44,11
1000,CH,2008,m,35-44,5
1001,CM,2008,m,35-44,2016
1002,CY,2005,m,35-44,1
1003,CY,2006,m,35-44,1
1004,CY,2007,m,35-44,0
1005,CY,2008,m,35-44,0
1006,CZ,2005,m,35-44,57
1007,CZ,2006,m,35-44,39
1008,CZ,2007,m,35-44,35
1009,CZ,2008,m,35-44,39
1010,DE,2005,m,35-44,171
1011,DE,2006,m,35-44,169
1012,DE,2007,m,35-44,314
1013,DE,2008,m,35-44,114
1014,DK,2005,m,35-44,18
1015,DK,2006,m,35-44,15
1016,DK,2007,m,35-44,20
1017,DK,2008,m,35-44,9
1018,DM,2008,m,35-44,1
1019,DO,2008,m,35-44,337
1020,EE,2005,m,35-44,19
1021,EE,2006,m,35-44,24
1022,EE,2007,m,35-44,32
1023,EE,2008,m,35-44,26
1024,EG,2008,m,35-44,807
1025,ES,2005,m,35-44,367
1026,ES,2006,m,35-44,311
1027,ES,2007,m,35-44,379
1028,ES,2008,m,35-44,349
1029,FI,2005,m,35-44,3
1030,FI,2006,m,35-44,5
1031,FI,2007,m,35-44,5
1032,FI,2008,m,35-44,8
1033,FM,2008,m,35-44,1
1034,FR,2005,m,35-44,222
1035,FR,2006,m,35-44,238
1036,FR,2007,m,35-44,196
1037,FR,2008,m,35-44,161
1038,GB,2005,m,35-44,166
1039,GB,2006,m,35-44,213
1040,GB,2007,m,35-44,223
1041,GB,2008,m,35-44,155
1042,GE,2006,m,35-44,300
1043,GE,2007,m,35-44,308
1044,GE,2008,m,35-44,906
1045,GM,2008,m,35-44,167
1046,GR,2005,m,35-44,22
1047,GR,2006,m,35-44,22
1048,GR,2007,m,35-44,34
1049,GR,2008,m,35-44,12
1050,GT,2008,m,35-44,193
1051,GU,2008,m,35-44,7
1052,GY,2008,m,35-44,71
1053,HK,2008,m,35-44,95
1054,HN,2008,m,35-44,202
1055,HR,2005,m,35-44,48
1056,HR,2006,m,35-44,58
1057,HR,2008,m,35-44,34
1058,HT,2008,m,35-44,696
1059,HU,2005,m,35-44,67
1060,HU,2006,m,35-44,71
1061,HU,2007,m,35-44,48
1062,HU,2008,m,35-44,47
1063,ID,2008,m,35-44,19224
1064,IE,2005,m,35-44,21
1065,IE,2006,m,35-44,17
1066,IE,2007,m,35-44,32
1067,IE,2008,m,35-44,6
1068,IL,2005,m,35-44,12
1069,IL,2006,m,35-44,14
1070,IL,2007,m,35-44,23
1071,IL,2008,m,35-44,18
1072,IQ,2008,m,35-44,317
1073,IR,2008,m,35-44,330
1074,IS,2005,m,35-44,1
1075,IS,2006,m,35-44,0
1076,IS,2007,m,35-44,0
1077,IS,2008,m,35-44,1
1078,IT,2005,m,35-44,137
1079,IT,2006,m,35-44,197
1080,IT,2007,m,35-44,113
1081,IT,2008,m,35-44,137
1082,JM,2008,m,35-44,10
1083,JO,2008,m,35-44,3
1084,JP,2008,m,35-44,456
1085,KE,2008,m,35-44,4924
1086,KG,2005,m,35-44,269
1087,KI,2008,m,35-44,15
1088,KM,2008,m,35-44,4
1089,KN,2008,m,35-44,0
1090,KP,2008,m,35-44,4263
1091,KR,2008,m,35-44,1093
1092,KW,2008,m,35-44,56
1093,KZ,2005,m,35-44,983
1094,KZ,2007,m,35-44,859
1095,KZ,2008,m,35-44,811
1096,LB,2008,m,35-44,12
1097,LC,2008,m,35-44,2
1098,LR,2008,m,35-44,532
1099,LS,2008,m,35-44,542
1100,LT,2005,m,35-44,186
1101,LT,2006,m,35-44,207
1102,LT,2007,m,35-44,165
1103,LT,2008,m,35-44,162
1104,LU,2005,m,35-44,2
1105,LU,2006,m,35-44,2
1106,LU,2007,m,35-44,1
1107,LU,2008,m,35-44,0
1108,LV,2005,m,35-44,104
1109,LV,2006,m,35-44,82
1110,LV,2008,m,35-44,71
1111,LY,2008,m,35-44,162
1112,MA,2008,m,35-44,1514
1113,MD,2005,m,35-44,345
1114,MD,2007,m,35-44,343
1115,MD,2008,m,35-44,314
1116,ME,2005,m,35-44,7
1117,ME,2007,m,35-44,3
1118,ME,2008,m,35-44,10
1119,MG,2008,m,35-44,2113
1120,MH,2008,m,35-44,2
1121,MK,2005,m,35-44,23
1122,MK,2006,m,35-44,25
1123,MK,2007,m,35-44,27
1124,MK,2008,m,35-44,13
1125,ML,2008,m,35-44,640
1126,MO,2008,m,35-44,10
1127,MP,2008,m,35-44,1
1128,MT,2005,m,35-44,1
1129,MT,2006,m,35-44,2
1130,MT,2007,m,35-44,0
1131,MT,2008,m,35-44,2
1132,MU,2008,m,35-44,14
1133,MX,2008,m,35-44,1314
1134,MY,2008,m,35-44,2318
1135,NC,2008,m,35-44,0
1136,NL,2005,m,35-44,23
1137,NL,2006,m,35-44,31
1138,NL,2007,m,35-44,28
1139,NL,2008,m,35-44,26
1140,NO,2005,m,35-44,6
1141,NO,2006,m,35-44,5
1142,NO,2008,m,35-44,7
1143,NR,2008,m,35-44,0
1144,NZ,2008,m,35-44,9
1145,OM,2008,m,35-44,28
1146,PE,2008,m,35-44,1564
1147,PF,2008,m,35-44,1
1148,PL,2005,m,35-44,389
1149,PL,2006,m,35-44,390
1150,PL,2007,m,35-44,395
1151,PL,2008,m,35-44,397
1152,PR,2008,m,35-44,3
1153,PS,2008,m,35-44,3
1154,PT,2005,m,35-44,284
1155,PT,2006,m,35-44,259
1156,PT,2007,m,35-44,268
1157,PT,2008,m,35-44,212
1158,PY,2008,m,35-44,138
1159,QA,2008,m,35-44,26
1160,RO,2005,m,35-44,1786
1161,RO,2006,m,35-44,1624
1162,RO,2008,m,35-44,1656
1163,RS,2005,m,35-44,118
1164,RS,2006,m,35-44,107
1165,RS,2007,m,35-44,102
1166,RS,2008,m,35-44,86
1167,RU,2008,m,35-44,6005
1168,SB,2008,m,35-44,11
1169,SC,2008,m,35-44,0
1170,SD,2008,m,35-44,1301
1171,SE,2005,m,35-44,16
1172,SE,2006,m,35-44,14
1173,SE,2007,m,35-44,10
1174,SE,2008,m,35-44,9
1175,SG,2008,m,35-44,46
1176,SI,2005,m,35-44,16
1177,SI,2006,m,35-44,9
1178,SI,2007,m,35-44,15
1179,SI,2008,m,35-44,9
1180,SK,2005,m,35-44,16
1181,SK,2006,m,35-44,18
1182,SK,2007,m,35-44,18
1183,SK,2008,m,35-44,16
1184,SN,2008,m,35-44,907
1185,SV,2008,m,35-44,112
1186,SZ,2008,m,35-44,357
1187,TJ,2005,m,35-44,164
1188,TJ,2008,m,35-44,165
1189,TM,2005,m,35-44,146
1190,TM,2007,m,35-44,224
1191,TO,2008,m,35-44,2
1192,TR,2005,m,35-44,1028
1193,TR,2006,m,35-44,1003
1194,TR,2007,m,35-44,984
1195,TR,2008,m,35-44,953
1196,TT,2008,m,35-44,19
1197,TV,2008,m,35-44,0
1198,UA,2007,m,35-44,5206
1199,UG,2008,m,35-44,3922
1200,US,2008,m,35-44,495
1201,UY,2008,m,35-44,64
1202,UZ,2007,m,35-44,579
1203,VE,2008,m,35-44,326
1204,ZA,2008,m,35-44,20699
1205,AD,2005,m,45-54,0
1206,AD,2006,m,45-54,0
1207,AD,2008,m,45-54,1
1208,AE,2008,m,45-54,5
1209,AL,2005,m,45-54,31
1210,AL,2006,m,45-54,21
1211,AL,2007,m,45-54,24
1212,AM,2005,m,45-54,84
1213,AM,2006,m,45-54,98
1214,AM,2007,m,45-54,92
1215,AM,2008,m,45-54,87
1216,AR,2008,m,45-54,416
1217,AT,2005,m,45-54,41
1218,AT,2006,m,45-54,39
1219,AZ,2005,m,45-54,209
1220,AZ,2006,m,45-54,120
1221,BA,2005,m,45-54,78
1222,BA,2006,m,45-54,53
1223,BA,2007,m,45-54,0
1224,BA,2008,m,45-54,84
1225,BB,2008,m,45-54,0
1226,BE,2005,m,45-54,27
1227,BE,2006,m,45-54,45
1228,BE,2008,m,45-54,32
1229,BG,2005,m,45-54,195
1230,BG,2008,m,45-54,159
1231,BH,2008,m,45-54,8
1232,BN,2008,m,45-54,21
1233,BR,2008,m,45-54,4854
1234,BS,2008,m,45-54,7
1235,BW,2008,m,45-54,220
1236,BZ,2008,m,45-54,9
1237,CA,2008,m,45-54,53
1238,CH,2005,m,45-54,12
1239,CH,2006,m,45-54,8
1240,CH,2007,m,45-54,7
1241,CH,2008,m,45-54,4
1242,CM,2008,m,45-54,1135
1243,CY,2005,m,45-54,1
1244,CY,2006,m,45-54,0
1245,CY,2007,m,45-54,0
1246,CY,2008,m,45-54,1
1247,CZ,2005,m,45-54,55
1248,CZ,2006,m,45-54,56
1249,CZ,2007,m,45-54,63
1250,CZ,2008,m,45-54,44
1251,DE,2005,m,45-54,167
1252,DE,2006,m,45-54,189
1253,DE,2007,m,45-54,344
1254,DE,2008,m,45-54,142
1255,DK,2005,m,45-54,23
1256,DK,2006,m,45-54,27
1257,DK,2007,m,45-54,29
1258,DK,2008,m,45-54,24
1259,DM,2008,m,45-54,2
1260,DO,2008,m,45-54,198
1261,EE,2005,m,45-54,40
1262,EE,2006,m,45-54,40
1263,EE,2007,m,45-54,37
1264,EE,2008,m,45-54,34
1265,EG,2008,m,45-54,791
1266,ES,2005,m,45-54,230
1267,ES,2006,m,45-54,232
1268,ES,2007,m,45-54,257
1269,ES,2008,m,45-54,268
1270,FI,2005,m,45-54,14
1271,FI,2006,m,45-54,9
1272,FI,2007,m,45-54,10
1273,FI,2008,m,45-54,13
1274,FM,2008,m,45-54,3
1275,FR,2005,m,45-54,196
1276,FR,2006,m,45-54,209
1277,FR,2007,m,45-54,219
1278,FR,2008,m,45-54,134
1279,GB,2005,m,45-54,95
1280,GB,2006,m,45-54,148
1281,GB,2007,m,45-54,169
1282,GB,2008,m,45-54,111
1283,GE,2006,m,45-54,241
1284,GE,2007,m,45-54,230
1285,GE,2008,m,45-54,739
1286,GM,2008,m,45-54,125
1287,GR,2005,m,45-54,14
1288,GR,2006,m,45-54,24
1289,GR,2007,m,45-54,28
1290,GR,2008,m,45-54,4
1291,GT,2008,m,45-54,163
1292,GU,2008,m,45-54,8
1293,GY,2008,m,45-54,47
1294,HK,2008,m,45-54,166
1295,HN,2008,m,45-54,140
1296,HR,2005,m,45-54,72
1297,HR,2006,m,45-54,69
1298,HR,2008,m,45-54,63
1299,HT,2008,m,45-54,491
1300,HU,2005,m,45-54,117
1301,HU,2006,m,45-54,98
1302,HU,2007,m,45-54,103
1303,HU,2008,m,45-54,86
1304,ID,2008,m,45-54,18545
1305,IE,2005,m,45-54,10
1306,IE,2006,m,45-54,11
1307,IE,2007,m,45-54,28
1308,IE,2008,m,45-54,21
1309,IL,2005,m,45-54,12
1310,IL,2006,m,45-54,4
1311,IL,2007,m,45-54,13
1312,IL,2008,m,45-54,14
1313,IQ,2008,m,45-54,273
1314,IR,2008,m,45-54,322
1315,IS,2005,m,45-54,0
1316,IS,2006,m,45-54,0
1317,IS,2007,m,45-54,0
1318,IS,2008,m,45-54,0
1319,IT,2005,m,45-54,101
1320,IT,2006,m,45-54,105
1321,IT,2007,m,45-54,87
1322,IT,2008,m,45-54,72
1323,JM,2008,m,45-54,11
1324,JO,2008,m,45-54,5
1325,JP,2008,m,45-54,599
1326,KE,2008,m,45-54,2302
1327,KG,2005,m,45-54,194
1328,KI,2008,m,45-54,10
1329,KM,2008,m,45-54,9
1330,KN,2008,m,45-54,3
1331,KP,2008,m,45-54,3988
1332,KR,2008,m,45-54,1400
1333,KW,2008,m,45-54,34
1334,KZ,2005,m,45-54,795
1335,KZ,2007,m,45-54,714
1336,KZ,2008,m,45-54,752
1337,LB,2008,m,45-54,17
1338,LC,2008,m,45-54,2
1339,LR,2008,m,45-54,308
1340,LS,2008,m,45-54,380
1341,LT,2005,m,45-54,187
1342,LT,2006,m,45-54,211
1343,LT,2007,m,45-54,235
1344,LT,2008,m,45-54,182
1345,LU,2005,m,45-54,1
1346,LU,2006,m,45-54,3
1347,LU,2007,m,45-54,0
1348,LU,2008,m,45-54,0
1349,LV,2005,m,45-54,117
1350,LV,2006,m,45-54,105
1351,LV,2008,m,45-54,71
1352,LY,2008,m,45-54,85
1353,MA,2008,m,45-54,1179
1354,MD,2005,m,45-54,313
1355,MD,2007,m,45-54,314
1356,MD,2008,m,45-54,317
1357,ME,2005,m,45-54,15
1358,ME,2007,m,45-54,10
1359,ME,2008,m,45-54,5
1360,MG,2008,m,45-54,1669
1361,MH,2008,m,45-54,3
1362,MK,2005,m,45-54,20
1363,MK,2006,m,45-54,37
1364,MK,2007,m,45-54,46
1365,MK,2008,m,45-54,25
1366,ML,2008,m,45-54,503
1367,MO,2008,m,45-54,29
1368,MP,2008,m,45-54,5
1369,MT,2005,m,45-54,1
1370,MT,2006,m,45-54,0
1371,MT,2007,m,45-54,0
1372,MT,2008,m,45-54,0
1373,MU,2008,m,45-54,15
1374,MX,2008,m,45-54,1267
1375,MY,2008,m,45-54,2169
1376,NC,2008,m,45-54,2
1377,NL,2005,m,45-54,26
1378,NL,2006,m,45-54,23
1379,NL,2007,m,45-54,21
1380,NL,2008,m,45-54,19
1381,NO,2005,m,45-54,4
1382,NO,2006,m,45-54,3
1383,NO,2008,m,45-54,2
1384,NR,2008,m,45-54,1
1385,NZ,2008,m,45-54,5
1386,OM,2008,m,45-54,28
1387,PE,2008,m,45-54,1121
1388,PF,2008,m,45-54,1
1389,PL,2005,m,45-54,639
1390,PL,2006,m,45-54,649
1391,PL,2007,m,45-54,677
1392,PL,2008,m,45-54,653
1393,PR,2008,m,45-54,13
1394,PS,2008,m,45-54,2
1395,PT,2005,m,45-54,181
1396,PT,2006,m,45-54,190
1397,PT,2007,m,45-54,188
1398,PT,2008,m,45-54,179
1399,PY,2008,m,45-54,138
1400,QA,2008,m,45-54,18
1401,RO,2005,m,45-54,1999
1402,RO,2006,m,45-54,1738
1403,RO,2008,m,45-54,1713
1404,RS,2005,m,45-54,156
1405,RS,2006,m,45-54,167
1406,RS,2007,m,45-54,163
1407,RS,2008,m,45-54,131
1408,RU,2008,m,45-54,6300
1409,SB,2008,m,45-54,10
1410,SC,2008,m,45-54,1
1411,SD,2008,m,45-54,903
1412,SE,2005,m,45-54,10
1413,SE,2006,m,45-54,5
1414,SE,2007,m,45-54,5
1415,SE,2008,m,45-54,5
1416,SG,2008,m,45-54,106
1417,SI,2005,m,45-54,15
1418,SI,2006,m,45-54,12
1419,SI,2007,m,45-54,14
1420,SI,2008,m,45-54,17
1421,SK,2005,m,45-54,25
1422,SK,2006,m,45-54,27
1423,SK,2007,m,45-54,51
1424,SK,2008,m,45-54,46
1425,SN,2008,m,45-54,593
1426,SV,2008,m,45-54,67
1427,SZ,2008,m,45-54,193
1428,TJ,2005,m,45-54,104
1429,TJ,2008,m,45-54,113
1430,TM,2005,m,45-54,97
1431,TM,2007,m,45-54,137
1432,TO,2008,m,45-54,2
1433,TR,2005,m,45-54,963
1434,TR,2006,m,45-54,1045
1435,TR,2007,m,45-54,978
1436,TR,2008,m,45-54,947
1437,TT,2008,m,45-54,34
1438,TV,2008,m,45-54,1
1439,UA,2007,m,45-54,5024
1440,UG,2008,m,45-54,1981
1441,US,2008,m,45-54,725
1442,UY,2008,m,45-54,45
1443,UZ,2007,m,45-54,583
1444,VE,2008,m,45-54,389
1445,ZA,2008,m,45-54,12724
1446,AD,2005,m,55-64,0
1447,AD,2006,m,55-64,1
1448,AD,2008,m,55-64,0
1449,AE,2008,m,55-64,3
1450,AL,2005,m,55-64,20
1451,AL,2006,m,55-64,19
1452,AL,2007,m,55-64,16
1453,AM,2005,m,55-64,30
1454,AM,2006,m,55-64,38
1455,AM,2007,m,55-64,29
1456,AM,2008,m,55-64,37
1457,AR,2008,m,55-64,364
1458,AT,2005,m,55-64,24
1459,AT,2006,m,55-64,19
1460,AZ,2005,m,55-64,187
1461,AZ,2006,m,55-64,78
1462,BA,2005,m,55-64,44
1463,BA,2006,m,55-64,42
1464,BA,2007,m,55-64,0
1465,BA,2008,m,55-64,49
1466,BB,2008,m,55-64,0
1467,BE,2005,m,55-64,15
1468,BE,2006,m,55-64,27
1469,BE,2008,m,55-64,24
1470,BG,2005,m,55-64,150
1471,BG,2008,m,55-64,127
1472,BH,2008,m,55-64,2
1473,BN,2008,m,55-64,6
1474,BR,2008,m,55-64,2650
1475,BS,2008,m,55-64,2
1476,BW,2008,m,55-64,113
1477,BZ,2008,m,55-64,5
1478,CA,2008,m,55-64,38
1479,CH,2005,m,55-64,2
1480,CH,2006,m,55-64,7
1481,CH,2007,m,55-64,5
1482,CH,2008,m,55-64,3
1483,CM,2008,m,55-64,526
1484,CY,2005,m,55-64,0
1485,CY,2006,m,55-64,1
1486,CY,2007,m,55-64,0
1487,CY,2008,m,55-64,0
1488,CZ,2005,m,55-64,45
1489,CZ,2006,m,55-64,38
1490,CZ,2007,m,55-64,39
1491,CZ,2008,m,55-64,36
1492,DE,2005,m,55-64,92
1493,DE,2006,m,55-64,103
1494,DE,2007,m,55-64,184
1495,DE,2008,m,55-64,96
1496,DK,2005,m,55-64,9
1497,DK,2006,m,55-64,10
1498,DK,2007,m,55-64,16
1499,DK,2008,m,55-64,10
1500,DM,2008,m,55-64,0
1501,DO,2008,m,55-64,122
1502,EE,2005,m,55-64,12
1503,EE,2006,m,55-64,12
1504,EE,2007,m,55-64,21
1505,EE,2008,m,55-64,12
1506,EG,2008,m,55-64,431
1507,ES,2005,m,55-64,140
1508,ES,2006,m,55-64,105
1509,ES,2007,m,55-64,128
1510,ES,2008,m,55-64,157
1511,FI,2005,m,55-64,11
1512,FI,2006,m,55-64,6
1513,FI,2007,m,55-64,7
1514,FI,2008,m,55-64,11
1515,FM,2008,m,55-64,1
1516,FR,2005,m,55-64,134
1517,FR,2006,m,55-64,153
1518,FR,2007,m,55-64,156
1519,FR,2008,m,55-64,110
1520,GB,2005,m,55-64,95
1521,GB,2006,m,55-64,88
1522,GB,2007,m,55-64,97
1523,GB,2008,m,55-64,61
1524,GE,2006,m,55-64,86
1525,GE,2007,m,55-64,96
1526,GE,2008,m,55-64,427
1527,GM,2008,m,55-64,87
1528,GR,2005,m,55-64,12
1529,GR,2006,m,55-64,22
1530,GR,2007,m,55-64,15
1531,GR,2008,m,55-64,6
1532,GT,2008,m,55-64,124
1533,GU,2008,m,55-64,3
1534,GY,2008,m,55-64,22
1535,HK,2008,m,55-64,208
1536,HN,2008,m,55-64,103
1537,HR,2005,m,55-64,47
1538,HR,2006,m,55-64,30
1539,HR,2008,m,55-64,32
1540,HT,2008,m,55-64,242
1541,HU,2005,m,55-64,67
1542,HU,2006,m,55-64,54
1543,HU,2007,m,55-64,50
1544,HU,2008,m,55-64,72
1545,ID,2008,m,55-64,14907
1546,IE,2005,m,55-64,7
1547,IE,2006,m,55-64,16
1548,IE,2007,m,55-64,26
1549,IE,2008,m,55-64,10
1550,IL,2005,m,55-64,5
1551,IL,2006,m,55-64,6
1552,IL,2007,m,55-64,10
1553,IL,2008,m,55-64,15
1554,IQ,2008,m,55-64,224
1555,IR,2008,m,55-64,267
1556,IS,2005,m,55-64,0
1557,IS,2006,m,55-64,0
1558,IS,2007,m,55-64,0
1559,IS,2008,m,55-64,0
1560,IT,2005,m,55-64,61
1561,IT,2006,m,55-64,75
1562,IT,2007,m,55-64,48
1563,IT,2008,m,55-64,42
1564,JM,2008,m,55-64,11
1565,JO,2008,m,55-64,13
1566,JP,2008,m,55-64,1063
1567,KE,2008,m,55-64,1025
1568,KG,2005,m,55-64,66
1569,KI,2008,m,55-64,2
1570,KM,2008,m,55-64,5
1571,KN,2008,m,55-64,0
1572,KP,2008,m,55-64,2704
1573,KR,2008,m,55-64,958
1574,KW,2008,m,55-64,11
1575,KZ,2005,m,55-64,274
1576,KZ,2007,m,55-64,279
1577,KZ,2008,m,55-64,306
1578,LB,2008,m,55-64,14
1579,LC,2008,m,55-64,2
1580,LR,2008,m,55-64,169
1581,LS,2008,m,55-64,242
1582,LT,2005,m,55-64,108
1583,LT,2006,m,55-64,107
1584,LT,2007,m,55-64,109
1585,LT,2008,m,55-64,104
1586,LU,2005,m,55-64,1
1587,LU,2006,m,55-64,2
1588,LU,2007,m,55-64,0
1589,LU,2008,m,55-64,0
1590,LV,2005,m,55-64,55
1591,LV,2006,m,55-64,51
1592,LV,2008,m,55-64,47
1593,LY,2008,m,55-64,24
1594,MA,2008,m,55-64,633
1595,MD,2005,m,55-64,106
1596,MD,2007,m,55-64,107
1597,MD,2008,m,55-64,105
1598,ME,2005,m,55-64,4
1599,ME,2007,m,55-64,1
1600,ME,2008,m,55-64,5
1601,MG,2008,m,55-64,836
1602,MH,2008,m,55-64,0
1603,MK,2005,m,55-64,18
1604,MK,2006,m,55-64,18
1605,MK,2007,m,55-64,21
1606,MK,2008,m,55-64,15
1607,ML,2008,m,55-64,314
1608,MO,2008,m,55-64,19
1609,MP,2008,m,55-64,0
1610,MT,2005,m,55-64,1
1611,MT,2006,m,55-64,0
1612,MT,2007,m,55-64,1
1613,MT,2008,m,55-64,0
1614,MU,2008,m,55-64,7
1615,MX,2008,m,55-64,1004
1616,MY,2008,m,55-64,1599
1617,NC,2008,m,55-64,1
1618,NL,2005,m,55-64,14
1619,NL,2006,m,55-64,17
1620,NL,2007,m,55-64,15
1621,NL,2008,m,55-64,18
1622,NO,2005,m,55-64,4
1623,NO,2006,m,55-64,3
1624,NO,2008,m,55-64,4
1625,NR,2008,m,55-64,0
1626,NZ,2008,m,55-64,10
1627,OM,2008,m,55-64,14
1628,PE,2008,m,55-64,608
1629,PF,2008,m,55-64,2
1630,PL,2005,m,55-64,292
1631,PL,2006,m,55-64,357
1632,PL,2007,m,55-64,344
1633,PL,2008,m,55-64,355
1634,PR,2008,m,55-64,11
1635,PS,2008,m,55-64,2
1636,PT,2005,m,55-64,90
1637,PT,2006,m,55-64,94
1638,PT,2007,m,55-64,82
1639,PT,2008,m,55-64,80
1640,PY,2008,m,55-64,91
1641,QA,2008,m,55-64,10
1642,RO,2005,m,55-64,952
1643,RO,2006,m,55-64,847
1644,RO,2008,m,55-64,977
1645,RS,2005,m,55-64,112
1646,RS,2006,m,55-64,83
1647,RS,2007,m,55-64,94
1648,RS,2008,m,55-64,112
1649,RU,2008,m,55-64,2687
1650,SB,2008,m,55-64,11
1651,SC,2008,m,55-64,0
1652,SD,2008,m,55-64,610
1653,SE,2005,m,55-64,5
1654,SE,2006,m,55-64,3
1655,SE,2007,m,55-64,3
1656,SE,2008,m,55-64,7
1657,SG,2008,m,55-64,94
1658,SI,2005,m,55-64,11
1659,SI,2006,m,55-64,7
1660,SI,2007,m,55-64,12
1661,SI,2008,m,55-64,12
1662,SK,2005,m,55-64,25
1663,SK,2006,m,55-64,29
1664,SK,2007,m,55-64,15
1665,SK,2008,m,55-64,10
1666,SN,2008,m,55-64,351
1667,SV,2008,m,55-64,79
1668,SZ,2008,m,55-64,80
1669,TJ,2005,m,55-64,54
1670,TJ,2008,m,55-64,52
1671,TM,2005,m,55-64,51
1672,TM,2007,m,55-64,56
1673,TO,2008,m,55-64,1
1674,TR,2005,m,55-64,534
1675,TR,2006,m,55-64,575
1676,TR,2007,m,55-64,571
1677,TR,2008,m,55-64,607
1678,TT,2008,m,55-64,29
1679,TV,2008,m,55-64,0
1680,UA,2007,m,55-64,2130
1681,UG,2008,m,55-64,875
1682,US,2008,m,55-64,526
1683,UY,2008,m,55-64,28
1684,UZ,2007,m,55-64,282
1685,VE,2008,m,55-64,271
1686,ZA,2008,m,55-64,5169
1687,AD,2005,m,65+,0
1688,AD,2006,m,65+,1
1689,AD,2008,m,65+,0
